intnr;int_jahr;int_mon;mobil;az;nt;zpalter;Stib;lguelt;x1216;y1216;Bula;gkpol;BIK10;des2018;gew2018;gew2018_hr17;S1;S2_m;S2_j
2887341;2018;2;0;38;0;46;1;1;NA;NA;9;2;4;0.728;2.698;5046.834147911253;2;10;1971
2893724;2018;2;0;45;0;41;2;1;NA;NA;2;7;10;0.267;0.211;394.69310793523886;1;2;1977
2893901;2018;2;0;39;0;36;2;2;12000;1;2;7;10;0.296;0.381;712.6922944233461;1;1;1982
2893961;2018;2;0;30;1;51;2;1;NA;NA;2;7;10;0.534;0.273;510.6692818309015;2;5;1966
2901184;2018;2;0;45;0;63;2;1;NA;NA;5;5;8;0.534;0.357;667.7982916250251;1;9;1954
2908529;2018;2;0;60;0;62;2;2;12000;1;8;2;7;0.534;0.348;650.9630405756546;1;1;1956
2911641;2018;2;0;40;0;47;2;1;NA;NA;9;3;7;0.296;0.649;1214.0086590045973;1;4;1970
2913770;2018;3;0;52;0;58;2;1;NA;NA;12;3;3;0.728;0.673;1258.9026618029181;1;7;1959
2917810;2018;2;1;40;0;43;3;1;NA;NA;15;3;7;0.445;0.233;435.84594383369983;1;12;1974
2917950;2018;4;1;40;0;29;2;3;12300;1;14;3;4;0.892;1.691;3163.156613831701;2;8;1988
2921694;2018;2;1;20;0;23;2;NA;NA;NA;5;6;8;2.677;3.342;6251.489889666201;1;12;1994
2935746;2018;2;1;45;0;30;2;1;NA;NA;5;7;10;1.338;1.812;3389.4972112732357;1;1;1988
2935800;2018;2;1;25;1;25;2;NA;NA;NA;6;3;7;2.677;4.753;8890.88313751749;2;8;1992
2940029;2018;2;1;40;0;26;2;2;12000;1;9;3;5;2.677;3.832;7168.0757801319205;2;1;1992
2947672;2018;3;1;40;0;44;2;1;NA;NA;4;6;8;0.572;0.424;793.1273827703378;2;3;1974
2948727;2018;2;1;42;0;26;2;1;NA;NA;14;3;3;2.677;1.845;3451.226465120927;1;11;1991
2949048;2018;2;1;39;0;48;2;1;NA;NA;14;3;9;2.677;3.752;7018.429104137517;1;6;1969
2949111;2018;3;1;40;0;44;2;1;NA;NA;8;4;7;1.145;1.897;3548.49680451729;1;9;1973
2953385;2018;2;1;50;0;47;4;NA;NA;NA;5;5;10;0.728;1.296;2424.2761511093345;1;12;1970
2954207;2018;2;1;60;0;35;4;3;12300;1;9;2;4;0.296;1.264;2364.417480711573;1;3;1982
2956186;2018;3;1;35;0;30;2;2;12000;1;2;7;10;2.677;4.649;8696.342458724765;2;8;1987
2956962;2018;2;1;45;0;52;4;2;12000;1;13;3;3;0.445;0.715;1337.46716669998;1;1;1966
2959301;2018;2;1;12;0;56;1;1;NA;NA;16;2;2;0.534;0.545;1019.4679802118729;2;12;1961
2960048;2018;2;1;45;0;48;2;3;12300;1;9;7;10;0.728;1.361;2545.864075354787;2;8;1969
2960633;2018;4;1;50;0;36;2;3;12300;1;5;5;8;0.382;0.435;813.7038007195683;1;10;1981
2962319;2018;3;1;10;0;31;2;NA;NA;NA;3;3;7;0.445;4.689;8771.165796721967;2;1;1987
2963288;2018;2;1;40;0;64;2;2;12000;1;8;1;9;0.445;0.478;894.1388890665601;1;7;1953
2965553;2018;2;1;48;0;61;2;1;NA;NA;14;7;10;0.802;0.555;1038.1738147111732;1;2;1957
2967499;2018;3;1;46;0;54;1;1;NA;NA;14;3;9;2.677;2.528;4728.834961423146;1;5;1963
2969082;2018;3;1;40;0;18;1;NA;NA;NA;8;5;6;0.728;2.276;4257.447932040775;1;3;2000
2975054;2018;2;1;46;0;29;1;1;NA;NA;15;4;5;2.677;3.375;6313.219143513891;1;1;1989
2976770;2018;3;1;40;0;44;2;2;12000;1;4;7;10;0.572;0.645;1206.5263252048771;2;10;1973
2979241;2018;4;1;40;0;28;2;NA;NA;NA;16;6;8;0.445;0.57;1066.2325664601237;1;2;1990
2980474;2018;3;1;40;0;29;2;1;NA;NA;5;4;7;0.728;0.898;1679.7839380371777;1;7;1988
2981482;2018;2;1;13;0;52;5;4;12340;1;1;1;5;0.534;0.388;725.7863785728563;1;4;1965
2988265;2018;2;1;45;0;24;2;1;NA;NA;9;6;8;2.677;1.161;2171.747385368779;1;12;1993
2988527;2018;2;1;43;0;30;2;1;NA;NA;14;4;5;0.534;1.287;2407.440900059964;1;9;1987
2988594;2018;3;1;46;0;38;3;1;NA;NA;9;4;10;0.728;0.808;1511.431427543474;2;10;1979
2990608;2018;2;1;32;0;47;2;1;NA;NA;11;7;10;0.534;0.438;819.3155510693583;2;11;1970
2992159;2018;2;1;32;0;56;1;3;12300;1;15;3;4;2.677;1.297;2426.146734559264;2;1;1962
2996481;2018;3;1;50;0;37;2;1;NA;NA;5;6;8;0.296;0.392;733.2687123725764;2;10;1980
2997914;2018;3;1;45;1;55;2;1;NA;NA;3;4;9;0.445;0.415;776.2921317209674;1;7;1962
2998138;2018;3;1;42;0;40;1;1;NA;NA;14;5;5;0.728;0.834;1560.066597241655;1;12;1977
2999474;2018;2;1;22;0;50;2;1;NA;NA;8;6;10;0.534;1.137;2126.853382570458;2;8;1967
3004731;2018;2;1;44;0;25;2;1;NA;NA;11;7;10;1.145;1.109;2074.4770459724164;2;10;1992
3007774;2018;3;0;20;0;35;2;1;NA;NA;8;3;3;0.728;1.2;2244.7001399160504;2;6;1982
3007797;2018;2;1;45;0;29;2;1;NA;NA;14;3;7;2.677;3.19;5967.161205276834;1;5;1988
3007883;2018;2;1;40;1;33;2;1;NA;NA;12;3;7;0.267;0.216;404.04602518488906;1;10;1984
3008316;2018;2;1;30;0;28;2;1;NA;NA;5;4;5;0.534;2.631;4921.50505676594;1;8;1989
3008437;2018;3;0;40;0;28;2;1;NA;NA;15;4;4;0.296;0.264;493.8340307815311;1;8;1989
3008533;2018;3;0;37;0;45;1;1;NA;NA;8;3;3;0.534;2.648;4953.304975414751;2;9;1972
3008846;2018;2;1;40;0;35;2;2;12000;1;7;1;7;0.534;0.85;1589.9959324405356;2;12;1982
3008888;2018;2;0;45;0;55;2;3;12300;1;5;5;8;0.728;3.096;5791.32636098341;1;2;1963
3008972;2018;3;0;11;1;41;2;1;NA;NA;9;5;8;0.728;1.236;2312.0411441135316;2;4;1976
3009120;2018;4;1;39;0;33;1;1;NA;NA;1;3;3;2.677;3.513;6571.359659604237;1;4;1985
3009330;2018;2;0;70;0;26;2;1;NA;NA;3;3;7;1.145;4.155;7772.274234459324;2;1;1992
3009546;2018;2;1;40;0;33;2;1;NA;NA;9;7;10;1.338;4.849;9070.459148710774;1;11;1984
3009588;2018;3;0;35;0;30;1;2;12000;1;8;4;4;0.728;3.166;5922.267202478512;1;9;1987
3009662;2018;2;0;44;0;24;2;2;12000;1;9;3;8;0.728;0.328;613.5513715770538;1;10;1993
3009677;2018;3;1;42;0;30;1;1;NA;NA;3;4;9;0.534;1.424;2663.71083270038;1;6;1987
3009763;2018;3;1;40;1;26;1;2;12000;1;9;3;5;0.267;0.407;761.3274641215271;1;5;1991
3009845;2018;2;1;50;1;34;2;2;12000;1;5;4;7;0.961;1.51;2824.5810093943637;1;12;1983
3009954;2018;2;1;45;0;33;2;1;NA;NA;9;3;8;0.572;0.516;965.2210601639017;1;1;1985
3010060;2018;2;0;39;0;48;2;2;12000;1;3;2;7;0.445;0.402;751.9745468718769;1;5;1969
3010112;2018;2;0;44;0;42;2;3;12300;1;5;7;10;0.445;0.466;871.6918876673997;2;7;1975
3010119;2018;3;0;35;0;59;2;1;NA;NA;5;5;10;0.296;0.264;493.8340307815311;2;5;1958
3010138;2018;3;0;39;0;34;2;2;12000;1;1;2;2;0.728;0.809;1513.3020109934039;1;11;1983
3016565;2018;3;0;55;0;31;2;1;NA;NA;5;4;10;0.534;0.766;1432.8669226464124;1;4;1986
3019185;2018;3;0;30;0;50;2;1;NA;NA;5;4;10;0.534;0.691;1292.5731639016587;2;11;1967
3027258;2018;2;0;14;0;56;1;2;12000;1;7;6;10;0.534;1;1870.583449930042;2;7;1961
3028523;2018;3;0;45;1;40;2;2;12000;1;8;4;10;0.802;0.472;882.9153883669798;1;2;1978
3031949;2018;2;0;65;0;59;5;2;12000;1;8;3;3;0.534;0.975;1823.8188636817908;1;1;1959
3031954;2018;3;0;20;0;47;2;1;12000;1;8;3;3;0.728;1.247;2332.6175620627628;2;3;1971
3033569;2018;3;0;60;0;60;5;1;NA;NA;9;3;9;0.534;0.294;549.9515342794323;2;1;1958
3039060;2018;3;0;12;0;63;2;1;NA;NA;13;5;8;0.728;0.495;925.9388077153708;2;4;1954
3040586;2018;3;0;32;0;40;2;2;99999;9;14;5;6;1.145;2.601;4865.387553268039;1;5;1977
3044827;2018;3;1;40;0;40;2;1;NA;NA;8;4;10;0.445;0.33;617.2925384769139;1;12;1977
3047223;2018;3;1;16;0;23;2;NA;NA;NA;9;7;10;2.677;1.329;2486.005404957026;1;8;1994
3047467;2018;3;1;45;0;51;2;1;NA;NA;5;5;10;0.445;0.357;667.7982916250251;1;2;1967
3049552;2018;3;1;40;0;21;2;NA;NA;NA;16;6;8;2.677;4.115;7697.450896462124;2;8;1996
3055369;2018;2;1;60;0;49;5;1;NA;NA;3;3;7;0.534;0.707;1322.5024991005398;1;12;1968
3055510;2018;4;1;20;0;43;2;1;NA;NA;5;5;10;0.534;2.555;4779.340714571258;2;7;1974
3055671;2018;3;1;45;0;39;2;2;12000;1;3;7;10;0.802;0.619;1157.8911555066961;1;7;1978
3056295;2018;3;1;45;1;30;5;1;NA;NA;11;7;10;0.728;4.678;8750.589378772736;1;9;1987
3058160;2018;2;1;38;0;9999;4;1;NA;NA;3;6;8;0.534;0.832;1556.3254303417948;1;99;1957
3059503;2018;3;1;40;0;26;2;NA;NA;NA;14;7;10;0.728;0.813;1520.7843447931239;2;11;1991
3059989;2018;2;1;45;0;55;3;3;12300;1;5;5;9;0.296;0.395;738.8804627223666;2;9;1962
3066275;2018;3;1;45;0;51;2;4;12340;1;14;7;10;0.445;0.341;637.8689564261443;1;1;1967
3068843;2018;3;1;39;0;47;2;2;12000;1;2;7;10;0.445;0.321;600.4572874275435;1;11;1970
3074676;2018;3;0;40;0;43;2;1;NA;NA;3;4;9;0.333;0.53;991.4092284629222;2;1;1975
3075298;2018;3;0;50;0;40;1;1;12000;1;2;7;10;0.572;0.57;1066.2325664601237;1;7;1977
3076018;2018;2;1;40;0;59;2;1;NA;NA;15;4;5;0.728;0.424;793.1273827703378;1;3;1958
3076220;2018;3;1;40;0;21;2;1;NA;NA;9;2;5;0.728;1.355;2534.640574655207;2;8;1996
3076460;2018;3;1;45;0;42;2;2;12000;1;3;4;4;2.677;1.441;2695.5107513491907;1;4;1975
3076772;2018;3;1;38;0;52;2;1;NA;NA;3;3;7;0.296;0.254;475.12819628223065;1;7;1965
3078234;2018;3;1;40;0;57;2;1;NA;NA;14;2;5;0.802;1.386;2592.628661603038;2;9;1960
3078439;2018;3;1;48;0;22;2;1;NA;NA;7;3;4;2.677;4.734;8855.342051968819;1;9;1995
3078613;2018;3;1;40;0;46;2;2;12000;1;5;7;10;0.534;0.624;1167.2440727563462;2;11;1971
3080444;2018;3;1;32;0;57;2;1;NA;NA;6;7;10;0.445;0.205;383.4696072356586;2;1;1961
3081984;2018;3;1;42;0;22;2;1;NA;NA;8;7;10;1.145;2.144;4010.5309166500106;2;1;1996
3082663;2018;3;1;35;0;49;2;1;NA;NA;5;3;6;0.534;2.49;4657.752790325805;1;11;1968
3085189;2018;2;1;41;0;30;2;3;12300;1;9;4;5;0.802;0.649;1214.0086590045973;1;1;1988
3085911;2018;3;1;10;1;9999;5;2;12000;1;9;7;10;0.267;0.299;559.3044515290826;2;99;1956
3087843;2018;2;1;50;0;29;2;1;NA;NA;16;3;3;0.534;1.241;2321.3940613631826;2;3;1988
3088227;2018;3;1;40;0;62;2;1;21000;0;2;7;10;1.145;0.545;1019.4679802118729;1;7;1955
3088559;2018;3;1;36;0;50;4;1;NA;NA;9;3;9;0.728;0.68;1271.9967459524285;2;10;1967
3089229;2018;2;1;50;0;47;3;4;12340;1;6;3;7;1.145;1.382;2585.1463278033175;1;7;1970
3089798;2018;3;1;48;0;33;2;2;12000;1;5;6;10;2.677;3.239;6058.819794323405;1;8;1984
3089832;2018;2;1;38;0;47;2;1;NA;NA;8;6;10;0.728;0.97;1814.4659464321408;2;3;1970
3090464;2018;2;1;40;0;27;1;1;NA;NA;6;6;8;0.572;4.832;9038.659230061963;1;11;1990
3094040;2018;3;1;45;0;74;4;1;NA;NA;11;7;10;0.296;0.468;875.4330545672598;1;6;1943
3095094;2018;3;1;40;0;52;2;3;13200;0;15;4;4;2.677;1.835;3432.520630621627;1;2;1966
3095177;2018;2;1;60;0;59;4;2;12000;1;3;3;3;2.677;3.061;5725.855940235859;1;11;1958
3097385;2018;3;1;13;0;60;1;1;NA;NA;5;4;10;0.534;1.983;3709.3669812112735;2;12;1957
3098007;2018;3;1;32;1;48;2;1;NA;NA;10;6;8;0.445;0.549;1026.950314011593;1;6;1969
3098332;2018;3;1;30;0;35;2;3;12300;1;6;5;8;0.445;0.562;1051.2678988606838;2;8;1982
3104754;2018;3;1;60;0;60;5;3;12300;1;11;7;10;0.243;0.378;707.0805440735559;1;6;1957
3105010;2018;3;1;60;1;30;2;1;NA;NA;5;5;7;0.382;0.559;1045.6561485108937;1;5;1987
3107354;2018;3;0;40;1;58;4;1;NA;NA;11;7;10;0.296;0.264;493.8340307815311;2;1;1960
3109100;2018;3;0;30;0;29;2;1;NA;NA;2;7;10;0.534;1.901;3555.97913831701;2;1;1989
3109522;2018;3;0;26;0;44;2;1;NA;NA;2;7;10;0.728;1.189;2224.12372196682;2;10;1973
3118783;2018;3;0;50;0;63;2;1;NA;NA;5;7;10;0.296;0.203;379.72844033579855;2;10;1954
3123025;2018;3;0;40;0;60;2;1;NA;NA;5;7;10;0.728;0.376;703.3393771736958;1;1;1958
3123255;2018;3;0;40;0;62;2;1;NA;NA;5;3;10;1.145;1.448;2708.6048354987006;1;10;1955
3128786;2018;3;0;20;1;62;3;1;NA;NA;7;2;2;0.267;0.403;753.8451303218069;2;7;1955
3129391;2018;3;0;12;0;47;2;1;NA;NA;7;6;8;0.382;0.483;903.4918063162103;2;12;1970
3131477;2018;3;0;60;0;42;2;2;12000;1;8;3;9;0.296;0.492;920.3270573655807;1;11;1975
3132332;2018;3;0;45;0;59;2;2;12000;1;8;3;5;0.534;0.69;1290.7025804517289;1;3;1959
3132780;2018;3;0;10;0;40;2;1;NA;NA;8;6;10;0.534;1.827;3417.5559630221865;2;7;1977
3135751;2018;3;0;50;0;55;2;2;12000;1;8;4;7;0.296;0.284;531.2456997801319;1;6;1962
3136315;2018;3;0;60;0;51;4;2;12000;1;8;2;2;0.296;0.214;400.30485828502896;1;5;1966
3136763;2018;3;0;10;0;25;2;NA;NA;NA;9;7;10;0.728;0.608;1137.3147375574656;2;5;1992
3137394;2018;3;0;30;1;54;2;3;12300;1;9;3;9;0.445;0.299;559.3044515290826;2;5;1963
3137479;2018;3;0;42;0;50;2;2;12000;1;9;3;9;0.296;0.685;1281.349663202079;1;5;1967
3138060;2018;3;0;10;0;71;2;NA;NA;NA;9;3;4;0.296;0.208;389.0813575854487;2;9;1946
3138445;2018;3;0;30;0;54;3;1;NA;NA;9;2;7;0.333;0.22;411.5283589846092;2;1;1964
3138669;2018;3;0;50;0;59;2;1;NA;NA;9;3;3;0.728;0.792;1481.5020923445934;1;4;1958
3139130;2018;3;0;42;1;53;2;2;12000;1;9;1;7;0.296;0.21;392.8225244853088;2;8;1964
3139684;2018;3;0;27;0;55;3;2;12000;1;9;1;7;0.296;0.258;482.61053008195086;2;2;1963
3149546;2018;3;1;40;0;37;1;1;NA;NA;1;6;8;0.572;3.222;6027.019875674596;1;11;1980
3151852;2018;3;1;42;0;64;2;1;NA;NA;9;6;8;0.472;0.293;548.0809508295023;1;2;1954
3154651;2018;3;1;39;0;36;2;1;NA;NA;12;5;7;1.338;1.449;2710.475418948631;1;7;1981
3155970;2018;3;1;41;0;34;1;2;12000;1;6;3;3;0.534;0.558;1043.7855650609636;1;8;1983
3158724;2018;3;1;43;0;25;1;2;12000;1;5;7;10;0.728;1.146;2143.688633619828;1;7;1992
3158968;2018;3;1;30;0;52;2;1;NA;NA;12;5;7;2.677;3.868;7235.416784329402;1;1;1966
3165590;2018;3;1;32;0;52;1;1;NA;NA;14;7;10;0.534;1.036;1937.9244541275236;1;3;1966
3167569;2018;3;1;60;1;55;4;2;12000;1;5;6;10;0.296;0.218;407.7871920847491;1;5;1962
3170173;2018;3;1;65;0;53;5;2;12000;1;6;4;9;0.445;0.687;1285.090830101939;1;9;1964
3171723;2018;3;1;45;0;29;7;1;NA;NA;3;4;9;0.728;2.875;5377.927418548871;1;6;1988
3172805;2018;3;1;40;1;43;4;2;12000;1;14;4;9;2.677;3.565;6668.6299990006;1;1;1975
3175074;2018;3;1;45;0;57;2;2;12000;1;1;2;9;0.445;0.239;447.06944453328003;1;10;1960
3176311;2018;3;1;40;0;25;2;1;12000;1;9;7;10;1.338;4.732;8851.60088506896;1;8;1992
3179487;2018;3;0;46;0;54;3;2;12000;1;6;6;8;0.534;0.586;1096.1619016590046;1;4;1963
3179858;2018;3;0;20;0;39;2;1;NA;NA;11;7;10;0.728;2.344;4384.647606636018;2;6;1978
3180777;2018;3;0;21;0;55;2;1;NA;NA;7;6;10;0.534;0.808;1511.431427543474;2;7;1962
3183702;2018;3;0;46;1;36;2;1;NA;NA;3;3;3;0.728;2.433;4551.129533679792;1;3;1982
3185551;2018;3;0;25;0;51;2;2;12000;1;9;3;9;0.534;0.995;1861.230532680392;2;5;1966
3186136;2018;3;0;80;0;56;4;NA;NA;NA;3;2;7;0.296;1.163;2175.488552268639;2;3;1962
3186482;2018;3;1;50;1;25;2;1;NA;NA;5;3;4;0.925;2.788;5215.186658404957;1;11;1992
3187299;2018;3;0;25;1;52;2;1;NA;NA;5;5;8;0.296;0.205;383.4696072356586;2;3;1966
3188226;2018;3;1;12;0;32;4;1;NA;NA;5;4;10;0.534;0.99;1851.8776154307416;2;8;1985
3188398;2018;3;1;40;0;53;2;3;12300;1;5;4;4;0.802;0.764;1429.1257557465522;1;8;1964
3192317;2018;3;1;47;0;44;3;1;NA;NA;3;4;9;1.145;1.039;1943.5362044773133;1;3;1974
3192958;2018;3;1;39;0;53;2;2;12000;1;11;7;10;0.728;0.447;836.1508021187287;1;1;1965
3200244;2018;3;1;30;0;37;4;2;12000;1;9;7;10;0.572;0.491;918.4564739156506;1;5;1980
3202994;2018;3;1;42;0;47;2;1;NA;NA;15;3;7;0.296;0.341;637.8689564261443;1;10;1970
3203257;2018;3;1;35;0;48;2;2;12000;1;11;7;10;0.296;0.226;422.7518596841895;2;5;1969
3207282;2018;3;1;70;0;27;3;1;NA;NA;9;7;10;0.534;0.249;465.77527903258044;2;12;1990
3210263;2018;3;0;42;0;39;2;1;NA;NA;11;7;10;0.802;0.375;701.4687937237657;1;2;1979
3220391;2018;3;0;37;0;58;2;1;NA;NA;5;4;4;0.296;0.202;377.8578568858685;2;9;1959
3222343;2018;3;0;40;0;61;2;2;12000;1;5;5;5;0.296;0.836;1563.8077641415152;1;3;1957
3223305;2018;3;0;41;0;47;1;1;NA;NA;5;4;7;0.534;1.101;2059.5123783729764;1;7;1970
3226913;2018;3;0;30;0;54;2;2;99999;9;7;1;5;0.534;1.938;3625.1907259644213;2;6;1963
3228689;2018;3;0;15;0;56;2;1;NA;NA;8;3;9;0.728;0.946;1769.5719436338195;2;11;1961
3229633;2018;3;0;16;0;37;2;1;NA;NA;8;6;10;1.145;0.807;1509.5608440935441;2;6;1980
3229934;2018;3;0;21;0;57;2;1;NA;NA;8;4;9;0.534;0.674;1260.7732452528485;2;9;1960
3229961;2018;3;0;35;0;57;3;1;NA;NA;8;4;9;0.296;0.277;518.1516156306217;2;8;1960
3236024;2018;3;0;39;0;62;2;3;12300;1;9;1;7;0.296;0.246;460.16352868279034;2;6;1955
3243487;2018;3;0;50;0;59;2;3;12300;1;4;7;10;1.145;0.527;985.7974781131322;1;1;1959
3243814;2018;3;0;42;0;43;2;1;NA;NA;5;5;5;0.267;0.352;658.4453743753747;1;8;1974
3244015;2018;3;0;20;0;48;2;1;12000;1;5;6;10;0.534;0.527;985.7974781131322;2;2;1970
3244474;2018;3;0;40;0;54;1;2;12000;1;5;6;8;0.445;0.733;1371.1376687987208;2;7;1963
3244919;2018;3;0;47;0;44;2;2;12000;1;7;1;7;0.296;0.437;817.4449676194283;1;11;1973
3245703;2018;3;0;27;0;40;2;1;NA;NA;9;3;10;0.296;0.406;759.4568806715971;2;6;1977
3246180;2018;3;0;50;0;52;2;3;12300;1;9;6;10;0.267;0.205;383.4696072356586;2;10;1965
3247141;2018;3;0;33;0;36;2;2;12000;1;5;7;10;0.534;1.379;2579.5345774535276;2;2;1982
3247910;2018;3;0;40;0;53;2;1;99999;9;8;6;8;0.445;4.074;7620.756975014991;1;6;1964
3247914;2018;3;0;25;0;43;2;1;NA;NA;8;5;10;0.445;0.345;645.3512902258644;2;10;1974
3247962;2018;3;0;45;0;39;2;1;NA;NA;9;2;2;0.296;0.357;667.7982916250251;2;11;1978
3248250;2018;3;0;20;0;57;2;3;12300;1;11;7;10;0.534;0.821;1535.7490123925643;1;2;1961
3248517;2018;3;0;38;0;58;3;2;12000;1;5;3;9;0.534;1.069;1999.653707975215;1;1;1960
3249579;2018;3;0;45;0;50;2;2;12000;1;9;7;10;0.445;0.373;697.7276268239057;1;9;1967
3249598;2018;3;0;35;0;57;5;1;NA;NA;8;4;5;0.534;0.981;1835.0423643813713;1;5;1960
3249663;2018;3;0;45;1;55;2;1;NA;NA;8;4;10;0.296;0.207;387.21077413551865;2;6;1962
3249949;2018;3;0;40;0;52;2;1;NA;NA;6;5;8;0.534;1.218;2278.370642014791;2;9;1965
3251229;2018;3;0;45;0;61;2;1;NA;NA;2;7;10;0.667;0.375;701.4687937237657;2;9;1956
3251301;2018;3;0;25;0;63;2;1;NA;NA;9;2;9;0.296;0.205;383.4696072356586;2;9;1954
3253332;2018;3;0;35;0;57;2;1;NA;NA;2;7;10;0.534;0.361;675.2806254247452;2;6;1960
3254065;2018;3;0;50;0;62;2;1;NA;NA;5;4;10;0.296;0.238;445.19886108335;2;5;1955
3255142;2018;3;0;20;1;58;1;2;12000;1;3;4;9;0.445;0.502;939.0328918648811;2;8;1959
3255454;2018;3;0;39;0;37;2;1;NA;NA;14;2;5;0.243;0.234;437.7165272836299;1;7;1980
3255556;2018;3;0;50;0;35;2;2;12000;1;5;6;10;0.267;0.371;693.9864599240456;1;2;1983
3255660;2018;3;0;30;0;44;2;1;NA;NA;9;3;7;0.445;0.257;480.7399466320208;2;1;1974
3256091;2018;3;0;14;0;56;2;1;12000;1;9;1;3;0.534;0.919;1719.0661904857086;2;6;1961
3256219;2018;3;0;40;0;53;2;2;12000;1;7;6;8;0.267;0.207;387.21077413551865;1;10;1964
3256596;2018;3;0;40;0;43;2;3;12300;1;8;3;3;0.267;3.956;7400.028127923246;1;4;1974
3257029;2018;3;0;25;0;47;4;1;NA;NA;5;6;10;1.145;1.605;3002.2864371377173;2;12;1970
3257364;2018;3;0;35;0;56;3;1;NA;NA;5;7;10;0.296;0.26;486.35169698181096;2;1;1962
3257979;2018;3;0;37;0;57;2;1;NA;NA;6;3;10;0.728;0.735;1374.8788356985808;2;11;1960
3258238;2018;3;0;50;0;58;2;2;12000;1;3;3;4;0.534;0.424;793.1273827703378;1;9;1959
3259012;2018;3;0;43;0;36;2;1;NA;NA;7;4;7;0.534;0.328;613.5513715770538;2;9;1981
3259500;2018;3;0;15;0;60;2;1;NA;NA;5;6;8;0.296;0.201;375.98727343593845;2;5;1957
3259696;2018;3;0;40;0;49;1;1;NA;NA;9;2;2;0.296;1.001;1872.4540333799719;1;11;1968
3260304;2018;3;0;38;0;58;2;2;12000;1;8;6;8;0.534;0.63;1178.4675734559264;2;12;1959
3260430;2018;3;0;36;0;59;2;1;NA;NA;1;2;7;1.145;0.921;1722.8073573855688;1;8;1958
3261839;2018;3;0;40;0;53;2;1;NA;NA;8;4;10;0.728;4.694;8780.518713971616;1;3;1965
3262500;2018;3;0;40;0;56;3;1;NA;NA;3;4;7;0.728;0.469;877.3036380171897;1;10;1961
3262607;2018;3;0;40;0;53;2;3;12300;1;11;7;10;0.296;0.376;703.3393771736958;2;10;1964
3264086;2018;3;0;20;0;67;4;1;NA;NA;5;3;4;0.667;0.719;1344.9495004997002;1;10;1950
3264223;2018;3;0;40;0;32;6;1;NA;NA;11;7;10;0.267;0.224;419.0106927843294;1;3;1986
3265577;2018;3;0;40;0;42;2;1;NA;NA;6;5;8;0.572;0.481;899.7506394163502;2;11;1975
3266928;2018;3;0;39;0;58;2;2;12000;1;5;5;7;0.445;0.386;722.0452116729962;1;2;1960
3267178;2018;3;0;27;0;50;2;1;NA;NA;9;5;8;0.296;0.233;435.84594383369983;2;4;1967
3267255;2018;3;0;20;0;62;2;1;NA;NA;5;4;4;0.296;0.947;1771.4425270837498;2;3;1956
3269667;2018;4;1;42;0;29;2;1;NA;NA;5;3;9;0.445;2.212;4137.730591245253;2;5;1988
3269776;2018;3;1;32;1;48;2;NA;NA;NA;8;3;10;0.728;0.62;1159.761738956626;1;6;1969
3269786;2018;3;1;40;0;38;2;1;NA;NA;6;3;7;0.267;0.339;634.1277895262843;1;8;1979
3269793;2018;4;1;50;0;24;2;2;12000;1;6;3;3;1.338;3.945;7379.451709974016;2;1;1994
3269846;2018;3;1;42;1;58;1;1;12000;1;5;6;8;0.728;0.488;912.8447235658604;1;3;1960
3270192;2018;3;0;22;0;39;3;1;NA;NA;3;5;5;1.145;0.811;1517.043177893264;2;11;1978
3270465;2018;3;0;20;0;59;2;1;NA;NA;3;4;4;0.728;0.85;1589.9959324405356;2;12;1958
3271572;2018;3;0;39;0;50;2;2;12000;1;6;4;10;0.534;0.626;1170.9852396562064;1;3;1968
3271605;2018;3;0;41;0;54;3;1;NA;NA;6;3;7;0.296;0.305;570.5279522286628;2;12;1963
3272169;2018;3;0;39;0;46;2;1;NA;NA;8;5;8;1.145;1.036;1937.9244541275236;1;5;1971
3274132;2018;3;0;60;0;67;4;1;NA;NA;5;7;10;0.534;4.771;8924.55363961623;1;6;1950
3276194;2018;3;0;28;0;53;3;1;NA;NA;7;4;4;0.534;0.478;894.1388890665601;2;7;1964
3276372;2018;3;0;29;0;47;2;1;NA;NA;3;5;10;0.728;0.55;1028.8208974615231;2;1;1971
3276719;2018;3;0;40;0;53;2;2;12000;1;9;4;10;0.728;0.311;581.7514529282431;2;6;1964
3276968;2018;3;0;44;0;51;2;1;NA;NA;5;4;7;1.145;0.837;1565.6783475914451;1;10;1966
3277596;2018;3;0;25;0;50;5;3;12300;1;8;3;5;0.802;1.245;2328.8763951629026;2;2;1968
3279051;2018;3;0;48;1;37;3;4;12340;1;5;3;7;0.445;0.537;1004.5033126124326;1;4;1980
3279591;2018;3;0;36;0;43;2;1;NA;NA;5;6;8;1.145;1.261;2358.8057303617825;1;9;1974
3279969;2018;3;0;20;0;44;3;2;12000;1;9;3;7;1.145;0.612;1144.7970713571858;2;2;1974
3280710;2018;3;0;47;0;45;3;1;NA;NA;5;4;4;0.267;0.309;578.0102860283829;1;10;1972
3280794;2018;3;0;45;0;63;2;1;NA;NA;5;6;8;0.728;0.354;662.1865412752348;1;9;1954
3281379;2018;3;0;37;0;52;2;2;12000;1;5;6;8;0.534;0.638;1193.4322410553668;2;4;1965
3281642;2018;3;0;40;0;55;2;2;12000;1;9;7;10;0.534;0.204;381.59902378572855;1;10;1962
3282172;2018;3;0;45;0;60;1;1;NA;NA;3;3;7;0.728;1.423;2661.8402492504497;1;8;1957
